rawName,id,name,damageType,damage,knockback,speed,autoswing,rarity,sell,obtained,material,tooltip,subclass,progression tier
Stardust_Dragon_Staff,3531,Stardust Dragon Staff,Summon,40,Very weak,Very slow,TRUE,10,10 Gold Coins,Crafting,FALSE,Summons a stardust dragon to fight for you | 'Who needs a horde of minions when you have a giant dragon?',Summons,Pre-Moon Lord
Starfury,65,Starfury,Melee,25,Average,Very fast,FALSE,2,1 Gold Coin,Chest,TRUE,Causes stars to rain from the sky | 'Forged with the fury of heaven',Swords,Pre-Bosses
Starlight,4923,Starlight,Melee,80,Weak,Very fast,TRUE,8,5 Gold Coins,Drop,FALSE,,Swords,Pre-Lunatic Cultist
Stellar_Tune,4715,Stellar Tune,Magic,85,Extremely weak,Very fast,TRUE,5,10 Gold Coins,Drop,FALSE,These chords are out of this world',,Pre-Lunatic Cultist
Storm_Spear,4061,Storm Spear,Melee,14,Average,Average,FALSE,1,30 Silver Coins,Chest,FALSE,,Spears,Pre-Bosses
Stylish_Scissors,3352,Stylish Scissors,Melee,14,Average,Very fast,FALSE,2,50 Silver Coins,Drop,FALSE,,Swords,Pre-Bosses
Stynger,1258,Stynger,Ranged,45,Average,Fast,TRUE,7,7 Gold Coins,Drop,FALSE,Shoots an explosive bolt | Does extra damage on a direct hit,Specialist,Pre-Lunatic Cultist
Sunfury,220,Sunfury,Melee,64,Strong,Very slow,FALSE,3,2 Gold 50 Silver Coins,Chest,FALSE,,Flails,Pre-Wall of Flesh
Super_Star_Shooter,4060,Super Star Shooter,Ranged,60,Average,Very fast,TRUE,3,10 Gold Coins,Crafting,FALSE,"Sure, Brain, but where are you going to get enough stars for this?'",Specialist,Pre-Plantera
Swordfish,2332,Swordfish,Melee,19,Average,Very fast,FALSE,2,50 Silver Coins,Fishing,FALSE,,Swords,Pre-Bosses
Tactical_Shotgun,679,Tactical Shotgun,Ranged,29,Strong,Slow,TRUE,8,8 Gold Coins,Drop,FALSE,,Guns,Pre-Golem
Tempest_Staff,2621,Tempest Staff,Summon,50,Very weak,Very slow,TRUE,8,5 Gold Coins,Drop,FALSE,Summons sharknados to fight for you,Summons,Pre-Lunatic Cultist
Tendon_Bow,796,Tendon Bow,Ranged,19,Extremely weak,Average,FALSE,1,36 Silver Coins,Crafting,FALSE,,Bows,Pre-Bosses
Tentacle_Spike,5094,Tentacle Spike,Melee,20,Average,Fast,FALSE,2,50 Silver Coins,Drop,FALSE,Embeds damaging spikes in enemies | 'Never grab the pointy end.',Swords,Pre-Bosses
Terra_Blade,757,Terra Blade,Melee,85,Strong,Very fast,TRUE,8,20 Gold Coins,Crafting,TRUE,,Swords,Pre-Golem
Terragrim,4144,Terragrim,Melee,17,Very weak,Fast,FALSE,2,5 Gold Coins,Drop,FALSE,Unleashes a dicing flurry,,Pre-Bosses
Terraprisma,5005,Terraprisma,Summon,90,Weak,Very slow,TRUE,5,20 Gold Coins,Drop,FALSE,Summons an Enchanted Sword to fight for you,Summons,Pre-Lunatic Cultist
Terrarian,3389,Terrarian,Melee,190,Strong,Fast,FALSE,10,10 Gold Coins,Drop,FALSE,,Yoyos,Endgame
The_Bee%27s_Knees,2888,The Bee's Knees,Ranged,23,Very weak,Fast,FALSE,3,2 Gold Coins,Drop,FALSE,Wooden arrows turn into a column of bees,Bows,Pre-Skeletron
The_Eye_of_Cthulhu,3292,The Eye of Cthulhu,Melee,115,Weak,Fast,FALSE,8,12 Gold 50 Silver Coins,Drop,FALSE,,Yoyos,Pre-Golem
The_Horseman%27s_Blade,1826,The Horseman's Blade,Melee,150,Very strong,Average,TRUE,8,10 Gold Coins,Drop,TRUE,Summons Pumpkin heads to attack your enemies,Swords,Pre-Golem
The_Meatball,801,The Meatball,Melee,34,Average,Very slow,FALSE,1,54 Silver Coins,Crafting,FALSE,,Flails,Pre-Skeletron
The_Rotted_Fork,802,The Rotted Fork,Melee,17,Average,Slow,FALSE,1,1 Gold 50 Silver Coins,Chest,FALSE,,Spears,Pre-Bosses
The_Undertaker,800,The Undertaker,Ranged,19,Very weak,Very fast,FALSE,1,1 Gold 50 Silver Coins,Chest,FALSE,,Guns,Pre-Bosses
Thorn_Chakram,191,Thorn Chakram,Melee,25,Very strong,Very fast,FALSE,3,1 Gold Coin,Crafting,FALSE,,Boomerangs,Pre-Bosses
Thunder_Zapper,4062,Thunder Zapper,Magic,20,Very weak,Very fast,TRUE,1,30 Silver Coins,Chest,FALSE,,Wands,Pre-Bosses
Tin_Bow,3498,Tin Bow,Ranged,7,No knockback,Average,FALSE,0,1 Silver 5 Copper Coins,Crafting,FALSE,,Bows,Pre-Bosses
Tin_Broadsword,3502,Tin Broadsword,Melee,10,Average,Very fast,FALSE,0,1 Silver 35 Copper Coins,Crafting,FALSE,,Swords,Pre-Bosses
Tin_Shortsword,3501,Tin Shortsword,Melee,7,Weak,Very fast,FALSE,0,1 Silver 5 Copper Coins,Crafting,FALSE,,Swords,Pre-Bosses
Titanium_Repeater,1201,Titanium Repeater,Ranged,43,Very weak,Very fast,TRUE,4,2 Gold 80 Silver Coins,Crafting,FALSE,,Bows,Pre-mechanical bosses
Titanium_Sword,1199,Titanium Sword,Melee,61,Average,Very fast,TRUE,4,3 Gold 22 Silver Coins,Crafting,FALSE,,Swords,Pre-mechanical bosses
Titanium_Trident,1200,Titanium Trident,Melee,48,Strong,Fast,FALSE,4,2 Gold 10 Silver Coins,Crafting,FALSE,,Spears,Pre-mechanical bosses
Tome_of_Infinite_Wisdom,3852,Tome of Infinite Wisdom,Magic,36,Very strong,Fast,TRUE,5,1 Gold Coin,Drop,FALSE,Gotta wonder who stuck a tome of infinite wisdom on a stick... | Right click to cast a powerful tornado,Wands,Pre-Plantera
Topaz_Staff,740,Topaz Staff,Magic,16,Weak,Very slow,FALSE,0,6 Silver Coins,Crafting,FALSE,,Wands,Pre-Bosses
Toxic_Flask,3105,Toxic Flask,Magic,52,Weak,Very slow,FALSE,8,10 Gold Coins,Drop,FALSE,,,Pre-Golem
Toxikarp,3210,Toxikarp,Ranged,43,Very weak,Very fast,TRUE,5,4 Gold Coins,Fishing,FALSE,Spits toxic bubbles,Specialist,Pre-mechanical bosses
Tragic_Umbrella,4707,Tragic Umbrella,Melee,15,Average,Fast,FALSE,2,2 Gold Coins,Buy,FALSE,You will fall slower while holding this,Swords,Pre-Wall of Flesh
Trident,277,Trident,Melee,14,Average,Slow,FALSE,1,20 Silver Coins,Chest | Crafting,FALSE,Increases mobility in water when held | Hold UP to descend slower,Spears,Pre-Bosses
Trimarang,5298,Trimarang,Melee,21,Average,Very fast,TRUE,3,2 Gold Coins,Crafting,FALSE,Three Boomerangs are better than one',Boomerangs,Pre-Bosses
True_Excalibur,674,True Excalibur,Melee,72,Average,Very fast,TRUE,8,10 Gold Coins,Crafting,TRUE,,Swords,Pre-Plantera
True_Night%27s_Edge,675,True Night's Edge,Melee,70,Average,Slow,TRUE,8,10 Gold Coins,Crafting,TRUE,,Swords,Pre-Plantera
Tsunami,2624,Tsunami,Ranged,53,Very weak,Fast,TRUE,8,5 Gold Coins,Drop,FALSE,Shoots 5 arrows at a time,Bows,Pre-Lunatic Cultist
Tungsten_Bow,3486,Tungsten Bow,Ranged,10,No knockback,Average,FALSE,0,10 Silver 50 Copper Coins,Crafting,FALSE,,Bows,Pre-Bosses
Tungsten_Broadsword,3490,Tungsten Broadsword,Melee,14,Average,Very fast,FALSE,0,13 Silver 50 Copper Coins,Crafting,FALSE,,Swords,Pre-Bosses
Tungsten_Shortsword,3489,Tungsten Shortsword,Melee,10,Weak,Very fast,FALSE,0,10 Silver 50 Copper Coins,Crafting,FALSE,,Swords,Pre-Bosses
Umbrella,946,Umbrella,Melee,10,Average,Fast,FALSE,1,20 Silver Coins,Chest,FALSE,You will fall slower while holding this,Swords,Pre-Bosses
Unholy_Trident,683,Unholy Trident,Magic,88,Strong,Very fast,TRUE,6,10 Gold Coins,Drop,FALSE,Summons the Devil's trident,Wands,Pre-Plantera
Uzi,1265,Uzi,Ranged,30,Weak,Very fast,TRUE,7,7 Gold Coins,Drop,FALSE,"Shoots a powerful, high velocity bullet",Guns,Pre-mechanical bosses
Valkyrie_Yoyo,3288,Valkyrie Yoyo,Melee,70,Average,Fast,FALSE,9,4 Gold Coins,Drop,FALSE,Great for impersonating devs!',Yoyos,Pre-Plantera
Valor,3317,Valor,Melee,28,Weak,Fast,FALSE,3,1 Gold 75 Silver Coins,Chest,FALSE,,Yoyos,Pre-Wall of Flesh
Vampire_Frog_Staff,4273,Vampire Frog Staff,Summon,11,Average,Very slow,TRUE,3,1 Gold Coin,Drop,FALSE,Summons a vampire frog to fight for you,Summons,Pre-Bosses
Vampire_Knives,1569,Vampire Knives,Melee,29,Very weak,Very fast,TRUE,8,20 Gold Coins,Chest,FALSE,Rapidly throw life stealing daggers,,Pre-Golem
Venom_Staff,2188,Venom Staff,Magic,44,Strong,Average,TRUE,7,7 Gold Coins,Crafting,FALSE,Shoots a venom fang that pierces multiple enemies,Wands,Pre-Plantera
Venus_Magnum,1255,Venus Magnum,Ranged,50,Average,Very fast,TRUE,7,5 Gold Coins,Drop,FALSE,"Shoots a powerful, high velocity bullet",Guns,Pre-Golem
Vilethorn,64,Vilethorn,Magic,10,Extremely weak,Average,FALSE,1,1 Gold 50 Silver Coins,Chest,FALSE,Summons a vile thorn,Wands,Pre-Bosses
Volcano,121,Volcano,Melee,40,Strong,Very slow,FALSE,3,54 Silver Coins,Crafting,TRUE,It's made out of fire!',Swords,Pre-Skeletron
Vortex_Beater,3475,Vortex Beater,Ranged,50,Very weak,Very fast,TRUE,10,10 Gold Coins,Crafting,FALSE,66% chance to not consume ammo | 'The catastrophic mixture of pew pew and boom boom.',Guns,Pre-Moon Lord
Waffle%27s_Iron,5382,Waffle's Iron,Melee,50,Average,Fast,TRUE,5,1 Gold Coin,Drop,FALSE,It's Waffle Time!',Swords,Pre-Plantera
Wand_of_Frosting,5147,Wand of Frosting,Magic,15,No knockback,Average,FALSE,1,15 Silver Coins,Crafting,FALSE,Shoots a little frost,Wands,Pre-Bosses
Wand_of_Sparking,3069,Wand of Sparking,Magic,14,No knockback,Average,FALSE,1,20 Silver Coins,Buy | Chest,TRUE,Shoots a small spark,Wands,Pre-Bosses
Wasp_Gun,1155,Wasp Gun,Magic,31,Extremely weak,Very fast,TRUE,8,10 Gold Coins,Drop,FALSE,Ignores 10 points of enemy Defense,Magic Guns,Pre-Golem
Water_Bolt,165,Water Bolt,Magic,19,Average,Very fast,TRUE,2,1 Gold 50 Silver Coins,Drop,FALSE,Casts a slow moving bolt of water,Spell Tomes,Pre-Wall of Flesh
Weather_Pain,5118,Weather Pain,Magic,13,Extremely weak,Very slow,FALSE,2,1 Gold 50 Silver Coins,Drop,FALSE,Ignores 10 points of enemy Defense | 'What a pane... heh',Wands,Pre-Skeletron
Wooden_Boomerang,284,Wooden Boomerang,Melee,10,Average,Very fast,FALSE,1,20 Silver Coins,Chest,TRUE,,Boomerangs,Pre-Bosses
Wooden_Bow,39,Wooden Bow,Ranged,4,No knockback,Average,FALSE,0,20 Copper Coins,Crafting,FALSE,,Bows,Pre-Bosses
Wooden_Sword,24,Wooden Sword,Melee,7,Average,Very fast,FALSE,0,20 Copper Coins,Crafting,FALSE,,Swords,Pre-Bosses
Wooden_Yoyo,3278,Wooden Yoyo,Melee,9,Very weak,Fast,FALSE,0,1 Silver Coin,Crafting,TRUE,,Yoyos,Pre-Bosses
Xeno_Staff,2749,Xeno Staff,Summon,36,Very weak,Very slow,TRUE,8,10 Gold Coins,Drop,FALSE,Summons a UFO to fight for you,Summons,Pre-Lunatic Cultist
Xenopopper,2797,Xenopopper,Ranged,45,Very weak,Fast,TRUE,8,10 Gold Coins,Drop,FALSE,,Guns,Pre-Lunatic Cultist
Yelets,3286,Yelets,Melee,60,Weak,Fast,FALSE,7,5 Gold Coins,Drop,FALSE,,Yoyos,Pre-Plantera
Zenith,4956,Zenith,Melee,190,Strong,Average,TRUE,10,20 Gold Coins,Crafting,FALSE,,,Endgame
Zombie_Arm,1304,Zombie Arm,Melee,15,Average,Fast,FALSE,0,4 Silver Coins,Drop,TRUE,,Swords,Pre-Bosses
Cobwhip,5473,Cobwhip,Summon,9,Extremely weak,Slow,,1,1 Silver 50 Copper Coins,Crafting,FALSE,,Whips,Pre-Bosses
Slime_Spear,5687,Slime Spear,Melee,9,Strong,Fast,,0,50 Copper Coins,Crafting,FALSE,,Spears,Pre-Skeletron
Slime_Whip,5688,Slime Whip,Summon,12,Extremely weak,Average,,1,50 Copper Coins,Crafting,FALSE,,Whips,Pre-Skeletron
Soulscourge,5474,Soulscourge,Summon,17,Extremely weak,Average,,1,1 Gold Coin,Crafting,FALSE,,Whips,Pre-Bosses
Vasculash,5475,Vasculash,Summon,19,Extremely weak,Average,,1,1 Gold Coin,Crafting,FALSE,,Whips,Pre-Bosses
Starcrash,5476,Starcrash,Summon,18,Extremely weak,Average,,2,2 Gold Coins 50 Silver Coins,Crafting,FALSE,,Whips,Pre-Skeletron
Vulgar_Display_of_Flower,5477,Vulgar Display of Flower,Summon,75,Very Weak,Average,,7,6 Gold Coins,Drop,FALSE,,Whips,Pre-Golem
Electric_Eel,5478,Electric Eel,Summon,150,Very Weak,Average,,8,5 Gold Coins,Drop,FALSE,,Whips,Pre-Lunatic Cultist
Constellation,5479,Constellation,Summon,130,Weak,Average,,10,10 Gold Coins,Crafting,FALSE,,Whips,Pre-Moon Lord
Possession,5480,Possession,Summon,110,Weak,Average,,10,10 Gold Coins,Drop,FALSE,,Whips,Endgame
Phaseblade,198,Phaseblade,Melee,26,Very Weak,Very fast,,1,54 Silver Coins,Crafting,TRUE,,Swords,Pre-Skeletron
Phasesaber,3764,Phasesaber,Melee,50,Very Weak,Very fast,,4,1 Gold Coin,Crafting,FALSE,,Swords,Pre-mechanical bosses
Flint,5462,Flint,Melee,70,Average,Very fast,,4,4 Gold Coins,Crafting,FALSE,,,Pre-mechanical bosses
True_Copper_Shortsword,5669,True Copper Shortsword,Melee,190,Strong,Average,,10,20 Gold Coins,Crafting,FALSE,,,Endgame
Barrel_Launcher,5460,Barrel Launcher,Ranged,100,Very Strong,Very slow,,4,4 Gold Coins,Drop,FALSE,,Specialist,Pre-mechanical bosses
Killing_Deck,5461,Killing Deck,Magic,22,Average,Very fast,,4,4 Gold Coins,Buy,FALSE,,,Pre-mechanical bosses
Axerang,5519,Axerang,Melee,20,Average,Very fast,,4,1 Gold Coin 50 Silver Coins,Crafting,TRUE,,Boomerangs,Pre-Bosses
Cattiva,5663,Cattiva,Summon,9,Very weak,Very fast,,5,1 Gold Coin,Drop,FALSE,,Summons,Pre-Bosses
Foxsparks,5664,Foxsparks,Summon,20,Very weak,Very fast,,4,1 Gold Coin,Drop,FALSE,,Summons,Pre-Bosses
Mushroom_Staff,5456,Mushroom Staff,Summon,8,Very weak,Very slow,,2,30 Silver Coins,Crafting,FALSE,,Summons,Pre-Skeletron
Barnacle_Staff,5463,Barnacle Staff,Summon,33,Very strong,Average,,4,4 Gold Coins,Fishing,FALSE,,Sentries,Pre-mechanical bosses
Acorn_Slingshot,5629,Acorn Slingshot,Ranged,5,Weak,Very fast,,1,20 Silver Coins,Chest,FALSE,,Specialist,Pre-Bosses
